,banco,fecha,texto,src,rt,fav,palabras,country,type,place,desde,sigue_a,lo_siguen
372,bbva,2020-10-18 00:09:35,"GANARON LOS RAYADOS ° ° Con goles de Nicolás Sánchez, Ake Loba y Rogelio Funes Mori, Monterrey venció a Puebla tres por uno. Por parte de la Franja marcó Santiago Ormeño. en Estadio BBVA Bancomer https://t.co/vJeGZXS6v7",Instagram,0,0,,MX,city,"Guadalupe, Nuevo León",2019-08-08 19:45:37,153,154
374,bbva,2020-10-18 00:09:10,Victoria de Rayados 3-1 sobre la franja ClubPueblaMX en el BBVA.  LigaBBVAMX Guard1anes2020 https://t.co/I9FqP7VNsI,Twitter for iPhone,0,0,,,,,2020-03-30 21:19:19,646,42
375,bbva,2020-10-18 00:08:50,"Guard1anes2020  LigaBBVAMX  Jornada 14  Marcador Final  Rayados 🤠 3 Nico Sánchez 4', Ake Loba 33', Funes Mori 49'  ClubPueblaMX 🎽 1 Santiago Ormeño 66'  🏟 BBVA",Twitter Web App,1,0,,,,,2014-01-23 18:49:05,384,1544
377,bbva,2020-10-18 00:08:05,"Rayados | Guard1anes2020 | LigaMX ⚽  Con goles de NicoGabSanchez  Akeloba_off y rogelio7funes, Monterrey vence a los Camoteros en el BBVA y de paso da un paso firme rumbo a la clasificación.  🤠 Rayados 3-1 🎽 ClubPueblaMX",TweetDeck,0,3,,,,,2009-05-22 23:30:26,76,178862
378,bbva,2020-10-18 00:07:56,"Vencieron 10,000 puntos vida en el bbva_peru y no me di cuenta 😤🤬",Twitter for iPhone,0,0,"cuenta,puntos",PE,city,"Espinar, Peru",2009-08-16 00:18:08,364,561
379,bbva,2020-10-18 00:07:48,"¡La Franja suma nueva derrota!    El Club Puebla cayó por tres goles a uno ante los Rayados de Monterrey, en partido disputado en la cancha del Estadio BBVA. La Franja está dejando ir el repechaje a la liguilla.   DalePuebla https://t.co/L2TLlIJxwF",Twitter for Android,0,2,,,,,2017-10-20 03:09:39,148,2339
381,bbva,2020-10-18 00:07:36,Monterrey doblo 3-1 a Ouebla en el Estadio BBVA Bancomer.,Twitter Web App,0,0,,,,,2009-12-17 23:47:08,1737,198
384,bbva,2020-10-18 00:06:12,🗺️  Torneo Guard1anes 📅 Fecha 14 ⚽️ Monterrey 3      Puebla       1 🏃 Santiago Ormeño jugo todo        el segundo tiempo y anoto       el descuento de penal.  🏟️   Estadio BBVA Bancomer 📱  12° con 14 puntos ➡️🆚 León (23/10) 📸 Puebla (prensa) https://t.co/FXxmlRvCpX,Twitter Web App,0,0,"puntos,descuento",,,,2017-03-14 02:33:09,93,61
385,bbva,2020-10-18 00:06:12,"MTYvsPUE | 🤠 3-1 🎽  ⏰ 94’ FINAL   ¡VICTORIA RAYADA! 🔵⚪️   Rayados derrotó 3-1 a ClubPueblaMX en la cancha del BBVA. Las anotaciones del cuadro regiomontano fueron de Nico Sánchez, Ake Loba y Funes Mori. https://t.co/nf9CnJzHZM",Twitter for iPhone,0,1,,,,,2015-05-24 19:27:38,559,1160
388,bbva,2020-10-18 00:05:53,Guard1anes2020 | Min 90+6' ⏱️  Terminó el partido en el BBVA. Rayados ganó y se quedó con los tres puntos.  MTY 🤠 3-1 PUE 🎽  Acciones del partido: https://t.co/4IRHEvYGLP  SomosONCE https://t.co/GSV36oTTy6,TweetDeck,0,1,puntos,,,,2018-01-08 23:11:16,659,15127
390,bbva,2020-10-18 00:03:40,Gol de S. Ormeño | Monterrey 3 - 1 Puebla | Liga MX - Guardianes 2020 - Jornada 14 | LIGA BBVA MX https://t.co/JDpjxbQdM5 LigaMX SienteTuLiga,Microsoft Power Platform,0,0,,,,,2014-01-05 21:43:09,1015,7528
391,bbva,2020-10-18 00:03:33,"Termina el encuentro en el BBVA y Rayados golea 3-1 al ClubPueblaMX, ¿Tendrá dignidad y se irá Reynoso? LigaBBVAMX",Twitter for Android,0,0,,,,,2010-01-07 21:21:08,1511,283
392,bbva,2020-10-18 00:03:09,"¡Te presentamos la nueva tarjeta Aqua de BBVA! No tiene impreso el número de la tarjeta ni la fecha de caducidad, y el código de verificación es dinámico 👏. ¡Solicita la tuya! 👇  https://t.co/bZlCstbp49",Twitter Web App,2,0,tarjeta,,,,2010-07-11 02:20:30,455,273
393,bbva,2020-10-18 00:02:18,"Me choca la app de BBVA_Mex me deja entrar cuando quiere con los datos, pero con red wifi si se puede",Twitter for iPhone,0,0,app,,,,2009-08-26 20:19:48,355,126
394,bbva,2020-10-18 00:01:05,"BBVA_Colombia NO, no dan solución y solo llaman a que les cuente la historia, también van a engañar por este medio? Me llamaron a decirme que no saben, por mensaje me dicen que lo van atender. Resumen más de un mes de Engaño. https://t.co/erGlx46fbu",Twitter for iPhone,0,0,llamaron,,,,2010-10-02 18:06:03,929,1187
395,bbva,2020-10-18 00:00:15,¡Disfrutá de un fin de semana en casa reviviendo lo mejor de MasterChefUY! 📺👀 Visitá nuestro canal de YouTube  y mirá los programas que más quieras. 🍳👨‍🍳 → https://t.co/tA9SVsch4y   MasterChefCelebrity  canal10uruguay bbva_uruguay XimeTorres8 pugliainvita elfranchuteji https://t.co/7wiSEVUyRK,Hootsuite Inc.,0,1,casa,,,,2016-10-18 15:36:41,86,27025
396,bbva,2020-10-18 00:00:09,SomosCornerMX  ¡Volvió el jugador 12!  Enrique Cano nos trae las impresiones que dejó el regreso de la afición a los estadios de la Liga BBVA  https://t.co/YimsyU6Mvh,Buffer,0,0,,,,,2019-06-17 23:34:32,197,215
397,bbva,2020-10-18 00:00:00,"¿Has caído en la tentación de hacer una compra innecesaria y descompletar algún gasto recurrente como la renta? 😣  Con los apartados de la app BBVAMéxico, puedes separar dinero en tu cuenta y retirarlo cuando lo necesites. 🙌📲  ¡Es gratuito! https://t.co/bZCzCN7Lue https://t.co/DyXpeBkIJj",TweetDeck,0,10,"cuenta,app,dinero",,,,2012-07-16 23:03:48,36,249463
398,bbva,2020-10-17 23:59:54,"BBVA_Colombia NO, no dan solución y solo llaman a que les cuente la historia, también van a engañar por este medio? Me llamaron a decirme que no saben, por mensaje me dicen que lo van atender. Resumen más de un mes de Engaño.",Twitter for iPhone,0,0,llamaron,,,,2010-10-02 18:06:03,929,1187
400,citibanamex,2020-10-18 05:35:27,Si esto se conirma prometo ir por una tarjeta Citibanamex https://t.co/FwPYVwVpNL,Twitter for Android,0,0,tarjeta,,,,2009-06-17 02:40:40,1299,1560
401,citibanamex,2020-10-18 05:30:04,Gracias Citibanamex PepsiMEX por la experiencia de vivir el cine de otra forma autocinema ❤️barajas_alo https://t.co/ydlN1QH3mD,Twitter for iPhone,0,0,,,,,2010-01-23 01:56:49,60,20
403,citibanamex,2020-10-18 05:28:24,Encima marcó a los números marcados y no contestan nunca Citibanamex,Twitter for iPhone,0,0,marcado,,,,2010-02-11 20:53:36,553,464
405,citibanamex,2020-10-18 05:27:50,El cajero no me devolvió mi dinero al realizar mi pago Citibanamex y obvio no se descontó el monto del pago. https://t.co/UCgoZZF0Co,Twitter for iPhone,0,0,"pago,dinero",,,,2010-02-11 20:53:36,553,464
406,citibanamex,2020-10-18 05:14:19,"Además, no puedo levantar aclaración xq su sistema no funciona Citibanamex ccp CarlosLoret",Twitter for iPhone,0,0,,,,,2009-03-13 23:42:08,230,221
407,citibanamex,2020-10-18 05:13:14,Me vaciaron mi cuenta de débito Citibanamex y casualmente nunca me llegaron mensajes d cobros fraudulentos. Me dicen que debo esperar 9 días hábiles a ver reflejados los cobros. Y 9 días hábiles + p/ q procedan las aclaraciones. Vaya protección al cliente!  Ccp SinEmbargoMX,Twitter for iPhone,0,0,"cuenta,cliente,aclaracion",,,,2009-03-13 23:42:08,230,221
408,citibanamex,2020-10-18 05:11:23,Me vaciaron mi cuenta de débito Citibanamex y casualmente nunca me llegaron mensajes d cobros fraudulentos. Me dicen que debo esperar 9 días hábiles a ver reflejados los cobros. Y otros 9 días hábiles para que procedan las aclaraciones. Vaya protección al cliente! CarlosLoret,Twitter for iPhone,0,0,"cuenta,cliente,aclaracion",,,,2009-03-13 23:42:08,230,221
409,citibanamex,2020-10-18 05:06:16,"dramona87 Mónica, para nosotros es un gusto poder ayudarte, gracias por contactarnos. En Citibanamex lo más importante eres tú. -AL",Sprinklr,0,0,,,,,2009-07-28 21:15:49,74594,161712
410,citibanamex,2020-10-18 04:57:46,Tenemos el plan ideal  para este 7 de noviembre: MentirasMultiestelar Streaming ¡Una función IRREPETIBLE!   Accesos a la venta sólo por Ticketmaster 👉🏻 https://t.co/bD8PLz3eat   🌟🌟🌟🌟🌟🌟  Citibanamex ExperienciasCitibanamex https://t.co/xCdn5DOiHK,Twitter for Android,2,0,,,,,2012-09-04 17:19:12,707,1058
411,citibanamex,2020-10-18 04:34:20,"Al cierre de 2020 se acumularán 890,000 empleos formales perdidos y en 2021 sólo se recuperarán 390,000: Citibanamex - Infobae. Y LOS 2 MILLONES QUE PROMETIÓ  EL GOBIERNO YA LOS CONTARON ?  https://t.co/nDuOJysUFw",Twitter for Android,49,0,,,,,2020-05-10 00:12:42,3705,2349
413,citibanamex,2020-10-18 03:44:29,Agradeceré infinitamente su apoyo suplantaron a un amigo GN_MEXICO_ Citibanamex estan usando este num de tarjeta 4766-8413-5587-6890 para extorsiónar. Para que den seguimiento por favor.,Twitter for Android,0,1,tarjeta,,,,2020-01-21 20:31:35,208,18
414,citibanamex,2020-10-18 03:35:23,🤪💳 Citibanamex tiene una sorpresa para ti ¿Quieres saber de qué trata? No te despegues de nuestras redes sociales ExperienciasCitibanamex. https://t.co/Lvsh36qhuO,Twitter for Android,2,0,,,,,2010-02-25 04:46:42,4149,2216
415,citibanamex,2020-10-18 03:25:23,"De acuerdo con datos emitidos por la Dirección de Estudios Económicos de Citibanamex, GTO se posiciona en el 3er. lugar nacional por tener los mejores resultados en la atención ante COVID19. 🏨  Seguimos trabajando por el bienestar de las y los guanajuatenses. EsoEsGrandeza https://t.co/F5Nhzv0gFT",Twitter Web App,3,0,,,,,2012-10-08 22:28:19,1529,26856
416,citibanamex,2020-10-18 03:15:13,"La Unidad Temporal COVID-19 en Centro Citibanamex, cuya operación continuará hasta diciembre gracias a un donativo adicional de 90mdp por parte de Fund_CarlosSlim contribuye a liberar 32 mil días/cama de atención hospitalaria, así como 1,948 días/cama en terapia intensiva. https://t.co/MoTQKuVWAG",Twitter Web App,19,0,,,,,2012-08-21 01:50:46,5834,8010
418,citibanamex,2020-10-18 02:30:29,JorgeMachucaL Banorte_mx ScotiabankMX HSBC_MX Citibanamex También santander https://t.co/qzJonpm4UC,Twitter for Android,1,0,,,,,2009-04-24 21:49:15,6198,5668
419,citibanamex,2020-10-18 02:26:19,mentirasmexico Citibanamex Aqui nos deberian de reponer el stresming de Grupo_Mentiras  para ver este ya que no nos han renbolsado nada,Twitter for Android,0,0,,,,,2016-06-19 06:33:56,229,25
420,citibanamex,2020-10-18 02:25:19,"ContactoCitibmx hola buenas noches, una duda, con la baja de la app citibanamex pay, la app principal tendrá la opción de tener tarjetas virtuales?🧐",Twitter for iPhone,0,0,"tarjeta,app,pay",,,,2011-08-18 06:23:05,326,695
421,citibanamex,2020-10-18 02:20:42,mentirasmexico Citibanamex Cual es el elenco????,Twitter for iPhone,0,0,,,,,2014-11-23 02:46:56,170,1551
422,citibanamex,2020-10-18 02:12:52,Es momento de DONAR a Fundación Quiera cuando vayas al cajero de Citibanamex.  Consulta el calendario de bancos https://t.co/RB5hZSmYVQ Cajeros2020 TransformamosHistorias https://t.co/0JLA6qEZ3c,Twitter for iPhone,1,0,banco,,,,2011-04-30 21:03:28,1825,796
425,citibanamex,2020-10-18 01:59:19,¿Por qué Citibanamex? ¿Por qué me odias tanto?,Twitter for Android,0,0,,,,,2010-04-08 02:47:46,145,83
426,citibanamex,2020-10-18 01:53:54,Citibanamex mejora sus pronósticos para la economía mexicana... https://t.co/3s5Ugdfduh,Twitter Web App,1,0,,,,,2010-08-13 02:11:26,2248,550
427,citibanamex,2020-10-18 01:44:38,Citibanamex mejora sus pronósticos para la economía mexicana... https://t.co/2uWz0nMpGK,FS Poster,0,0,,,,,2010-08-13 02:11:26,2248,550
429,citibanamex,2020-10-18 01:20:54,Cada día son más las personas/instituciones que se unen a esta lucha contra la homophobia. Gracias Citibanamex por ser parte de esta lucha 🌈 https://t.co/7Bb7KXIM9Z,Twitter for iPhone,15,0,,,,,2016-12-03 00:16:43,775,338
430,citibanamex,2020-10-18 01:16:28,"Tener tu casa es posible. Da el primer paso hacia la realización de tu sueño, en Citibanamex estamos contigo y por eso te apoyamos con tasa fija desde 7.90% ContigoEnEsteGranPaso",Twitter for Android,248,0,casa,,,,2020-08-05 20:07:18,342,294
432,citibanamex,2020-10-18 01:07:30,Citibanamex  CONSAR_mx  CondusefMX  No sé si felicitar a la app de afore Banamex por que su aplicación no sirve para darme de alta o por poner en esa misma app un teléfono de contacto en dónde nunca entra la llamada. Se corta después de 1 segundo. Fiasco https://t.co/ssqZceeJQL,Twitter for Android,0,0,"llamada,app,afore",,,,2014-04-30 15:38:03,1766,886
433,citibanamex,2020-10-18 01:03:16,flexi Citibanamex y x que nada más esa tarjeta,Twitter for Android,0,0,tarjeta,,,,2012-11-22 22:04:52,62,16
435,citibanamex,2020-10-18 01:00:00,"🚗 📽 Up, Avatar y KillBill son las 3 opciones que tenemos para ti mañana en el AutocinemaCitibanamex.  🎟️ Consulta más información en https://t.co/CaC6KfxaY0 y adquiere tus boletos aquí 👇 https://t.co/THhkWA1SdV https://t.co/XP0pRW4s95",Twitter Web App,0,3,,,,,2009-07-08 19:56:54,378,1512523
436,citibanamex,2020-10-18 00:55:32,Sawie Citibanamex. :),Twitter for Android,0,1,,,,,2012-02-27 19:55:41,4329,13530
437,citibanamex,2020-10-18 00:54:47,"eddy8a Hola, Eddy. desconfia de ese tipo de llamadas, recuerda que Citibanamex nunca te solicitará información confidencial como tu número secreto, password, información personal  o de tus cuentas ya sea en llamada, SMS o por correo electrónico.",Sprinklr,0,0,"cuenta,llamada",,,,2009-07-28 21:15:49,74594,161712
439,citibanamex,2020-10-18 00:27:43,Tenía una cuenta con Citibanamex pero ellos me la cancelaron... Me siguen llegando estados de cuenta de ellos y yo ya no quiero problemas con ellos... ¿Que hacer?,Twitter for Android,0,0,cuenta,,,,2009-07-18 03:30:59,815,800
441,citibanamex,2020-10-18 00:01:42,"alixmontiel Hola, Alix. Si presentas problemas con Citibanamex Móvil, por favor llamanos a BancaNet, nos ponemos a tus órdenes en los teléfonos 55 1226 3990 y 800 110 3990, tenemos un horario de atención de 08:00 a 21:00 horas de lunes a viernes y de 9:00 a 21:00 horas sábado y domingo",Sprinklr,0,0,,,,,2009-07-28 21:15:49,74594,161712
442,citibanamex,2020-10-18 00:00:27,"📌 Ana, la asistente del Dr. Cooper te recuerda que tienes una cita en TOCTOC Streaming este domingo 25 de octubre. Tu acceso te está esperando en: https://t.co/2XDBMRwueI   Citibanamex ExperienciasCitibanamex. https://t.co/4k42iOss7q",Twitter for Android,2,0,,,,,2018-07-23 15:28:06,747,829
443,citibanamex,2020-10-17 23:54:07,"jimbo_ay mario_dico50 Citibanamex A mí me hackearon la App que tenía en el iPad dentro de mi casa. Me cambiaron la contraseña. Empleados del banco, tenían mi  de cliente. Me robaron $98,000 y Citibanamex le respondió a CONDUSEF que fue mi culpa “xq soy el responsable de no compartir mi contraseña”. BanamexRoba",Twitter for iPhone,1,0,"cliente,banco,casa,cambia,roba",,,,2018-07-08 23:17:26,2728,2247
444,citibanamex,2020-10-17 23:53:24,"mario_dico50 También están hackeando la app móvil de Citibanamex, que es MUY insegura. Te cambian la contraseña, el banco no se da cuenta. Te vacían la chequera y todavía hacen disposiciones en efectivo de tus tarjetas a su cuenta y te dejan endeudado. El banco no se hace responsable.",Twitter for iPhone,3,0,"cuenta,tarjeta,endeudado,app,banco,cambia,efectivo",,,,2018-07-08 23:17:26,2728,2247
445,citibanamex,2020-10-17 23:52:50,"PokzBo Citibanamex El peor banco entre los peores, sin lugar a dudas.",Twitter for Android,0,0,banco,,,,2010-10-27 06:42:50,971,305
446,citibanamex,2020-10-17 23:48:55,"Claudiashein Cuando sancionarán a los bancos como Citibanamex , por su pésima atención y  falta de citas para no aglomerar a la gente.   sanpablofarma , por los engaños de sus supuestas promociones",Twitter for Android,0,0,banco,,,,2018-09-05 16:48:36,235,16
447,citibanamex,2020-10-17 23:35:22,ruben_santiago No hay de que. Si tienes tarjeta Citibanamex ya tienen iPhone 4 life y luego dan hasta 24 meses sin intereses en productos Apple directo en iShop. 👍🏼 espero que encuentres esa iPad. ✌🏼,Twitter for iPhone,0,1,"tarjeta,interes",,,,2012-03-28 02:46:54,184,331
448,citibanamex,2020-10-17 23:26:51,"SinEmbargoMX Lo mismo hacen pero indican que son de BBVA_Mex y/o Citibanamex, ya me sucedió.... desafortunadamente muchos caen en la trampa....",Twitter for iPhone,0,0,,,,,2010-01-22 23:53:52,456,110
450,citibanamex,2020-10-17 23:22:19,FranciscoRosal5 ribarzabal CondusefMX Citi Citibanamex CiroGomezL CarlosLoret Jaja que comentarios tan fuera de lugar.,Twitter for iPhone,0,0,,,,,2020-06-06 15:50:45,311,157
451,citibanamex,2020-10-17 23:19:30,"hecid Julians8212 ribarzabal CondusefMX Citi Citibanamex CiroGomezL CarlosLoret Así es. Quieren pagar el crédito y no les aceptan el pago total del crédito, porque pierden los intereses. Así lo entiendo. Ya ha pasado cuando se cayó todo hay por los 90’s.",Twitter for iPhone,0,0,"interes,pago",,,,2020-06-06 15:50:45,311,157
452,citibanamex,2020-10-17 23:16:10,"CondusefMX Citi Citibanamex  CiroGomezL CarlosLoret CitiBanamex no está respetando contratos a PyMes, no está dejando  que paguemos la totalidad de créditos que se suspendieron por la pandemia. ¡No quiere perder ni un centavo de intereses! ¡Su ayuda, por favor!",Twitter for iPhone,244,0,"pandemia,interes",,,,2020-06-06 15:50:45,311,157
453,citibanamex,2020-10-17 23:12:09,"ContactoCitibmx CondusefMX  hola, reporto que Citibanamex no esta recibiendo llamadas para cancelar tarjetas y esto ocasiona que tengamos que pagar anualidades de tarjetas que ya no queremos https://t.co/r9RgB0Vvrk",Twitter for Android,0,0,"tarjeta,llamada,anualidad",,,,2010-01-04 04:24:53,434,173
454,citibanamex,2020-10-17 23:09:54,eden575 mario_dico50 Citibanamex Hackean el teléfono móvil. Pero es bueno que el token no esté en el teléfono.,Twitter for iPhone,0,1,"token,bueno",,,,2010-05-05 22:37:34,657,125
455,citibanamex,2020-10-17 23:09:02,Citibanamex cuando servirá su app? Llevo 2 días intentando acceder y no hay manera! Siempre con leyenda de error de comunicación,Twitter for iPhone,0,0,app,,,,2009-12-29 20:09:23,313,191
456,citibanamex,2020-10-17 23:01:26,lavidadePam Citibanamex kheee como hago eso? x.x,Twitter for Android,0,0,,,,,2009-05-27 03:58:42,563,710
457,citibanamex,2020-10-17 22:57:24,auxilio se me está haciendo un cargo de Netflix y yo no tengo cuenta 🙃 y Citibanamex no me contesta el teléfono 🙃,Twitter for Android,0,0,"cuenta,cargo",,,,2009-05-27 03:58:42,563,710
458,citibanamex,2020-10-17 22:52:32,"Pues me acabo de enterar que LuisitoComunica tiene una nueva compañía teléfonica, me acaban de hacer un cargo de más de 7 mil pesos en mi tarjeta banamex a Pillofon, y aunado a la ineptitud del servicio al cliente de Citibanamex , mas de una hora al tel y no resuelven nada",Twitter for Android,0,0,"tarjeta,servicio,cargo,cliente,servicio",,,,2010-01-15 05:27:36,320,201
459,citibanamex,2020-10-17 22:50:03,"ServicioTM Buenas tardes, he revisado mi estado de cuenta incluso llame a Citibanamex (banco de la tarjeta) y no tengo el pago reflejado, ¿sería tan amable de darme el folio de deposito para rastrearlo con mi banco? Gracias",Twitter for iPhone,0,0,"cuenta,tarjeta,banco,deposito,pago",,,,2012-09-06 05:24:35,279,131
460,citibanamex,2020-10-17 22:28:52,Ni el pendejo Citibanamex me hizo estas tonterías. Y eso que me tenía hasta el huevo y por eso cancelé todo y me cambié con ustedes. Los odio SantanderMx,Twitter for Android,1,0,,,,,2010-06-23 22:54:32,384,82
461,citibanamex,2020-10-17 22:26:33,"Elenco de lujo, los mejores éxitos de los 80 y 11 años en cartelera, son las razones para ver MentirasMultiestelar por streaming.  Compra tus accesos aquí: https://t.co/bD8PLz3eat y nos vemos este 7 de noviembre.   Citibanamex, ExperienciasCitibanamex 🎤🌟 https://t.co/T0YNZRGFKe",Twitter for Android,8,0,,,,,2020-03-30 20:36:22,1718,543
463,citibanamex,2020-10-17 22:23:31,"Citibanamex he marcado 2 veces al 55, primero me dice que hay un error y después que mi sesión está abierta... Tengo cargos no reconocidos y no puedo contactar a ningún ejecutivo 😠",Twitter for Android,0,0,"ejecutivo,marcado,cargo",,,,2010-04-04 22:56:28,340,597
464,citibanamex,2020-10-17 22:15:16,"Citibanamex URGE por favor asistencia, llevo días que por vía telefónica es imposible poder comunicarse, y necesito el estatus de unos cargos no reconocidos espero pronta respuesta Gracias",Twitter for Android,0,0,"cargo,respuesta",,,,2014-11-20 03:47:09,631,138
465,citibanamex,2020-10-17 22:12:42,"Poltergeist, el clásico de terror, llega al Autocinema Citibanamex en Chapultepec. 🦇🎬 Checa la cartelera para este fin y celebra el mes del horror.  https://t.co/XbcXESFch9",IFTTT,0,0,,,,,2016-04-20 09:34:59,11,212
466,citibanamex,2020-10-17 22:12:10,"btinpt Citibanamex, cuya información te señalamos: - Código SWIFT: BNMXMXMM - Nombre: Banco Nacional de México SA  Si no proporcionas estos datos correctamente; la transferencia puede llegar a otra cuenta, a un banco equivocado o ser devuelta al ordenante.",Sprinklr,0,0,"cuenta,transferencia,banco",,,,2009-07-28 21:15:49,74594,161712
467,citibanamex,2020-10-17 22:11:46,"btinpt Hola, Beto. Si te van a realizar una transferencia internacional  Es necesario que tengas una Cuenta de Cheques o Tarjeta de Débito Citibanamex, en la cual deseas que te realicen la transferencia e indicarle el número de cuenta bajo alguno de los siguientes formatos",Sprinklr,0,0,"cuenta,transferencia",,,,2009-07-28 21:15:49,74594,161712
468,citibanamex,2020-10-17 22:09:33,"Ojalá ganen CruzAzulCD 😒 a ver si así si pelan el tweet que les escribí hace días pidiéndoles un saludo en video para Pepín, un aficionado de 70 años que está en CentroCovid Citibanamex para darle ánimos y nomás no me pelaron ni a mi ni los muchos rt´s https://t.co/g2ZAdsCh1O https://t.co/tw6uDs0JLv",Twitter Web App,0,0,,,,,2009-04-22 18:48:03,2747,2724
470,citibanamex,2020-10-17 22:00:18,Fundación Carlos Slim donará 90 mdp a Centro Citibanamex para atención por Covid-19 https://t.co/R6jc4iPVe2 Oaxaca twitteroax,laondaoaxacafeed,0,0,,,,,2012-05-03 21:14:59,474,19545
471,citibanamex,2020-10-17 21:52:09,"lartola Le tengo fe a Cinépolis, ademas como su convenio es con Citibanamex, espero que pronto se pongan de acuerdo y tengan TPVs de Evo.",Twitter for iPhone,0,0,,,,,2009-10-31 19:26:20,346,312
472,citibanamex,2020-10-17 21:51:44,"gilbert_hdezra Pab_MX No te fíes de los bancos. Aquí en México Citibanamex desde 2014 dijo estar listo para Apple Pay y mira cuándo lo lanzan. Apple tardó cuatro años en acercarse a hablar con ellos y otros bancos, pero tardaron otros dos en aceptar por las comisiones y el sistema de pagos de Mexico.",Twitter for iPhone,0,0,"comision,banco,pago",,,,2010-12-17 02:59:31,14,28
473,citibanamex,2020-10-17 21:45:41,"Poltergeist, el clásico de terror, llega al Autocinema Citibanamex en Chapultepec. 🦇🎬 Checa la cartelera para este fin y celebra el mes del horror.  https://t.co/JrsUbJYLiO",Twitter for iPhone,2,12,,,,,2008-10-21 23:12:05,103,1749413
474,citibanamex,2020-10-17 21:30:17,"FredalbertoA Hola, te ofrecemos una disculpa si gustas dejarnos algún comentario o sugerencia para Citibanamex, por favor indícanos los siguientes datos a nuestra dirección de correo electrónico contactocitibanamexciti.com en donde llevaremos a cabo el registro de tu solicitud:",Sprinklr,0,1,"disculpa,ofrece",,,,2009-07-28 21:15:49,74594,161712
475,citibanamex,2020-10-17 21:23:30,"Estimado Citibanamex les pido de favor que actualicen su información web, incluso los letreros que ponen en esas sucursales que supuestamente abren los sábados  Es muy molesto ir y comprobar que le mienten a los clientes y no hacen nada para corregirlo  Espero respuesta, gracias https://t.co/KwsPyRqeng",Twitter for Android,0,0,"sucursal,cliente,respuesta,roba",,,,2020-03-10 19:23:27,153,40
476,citibanamex,2020-10-17 21:17:28,"_davidvr96 Hola, David.  ¿ Te gustaría dejarnos algún comentario o sugerencia para Citibanamex y poder mejorar en nuestros servicios ? Por favor indícanos los siguientes datos a nuestra dirección de correo electrónico contactocitibanamexciti.com",Sprinklr,0,0,"servicio,servicio",,,,2009-07-28 21:15:49,74594,161712
477,citibanamex,2020-10-17 21:17:15,"Fer_rosas_63 Hola Jose, buenas tardes. Para generar una aclaración al respecto, te pedimos por favor comunicarte a Audiomático Citibanamex al 55 1226 2639 o al 800 021 2345 ingresa a la opción 1, 3 y 4 para problemas con cajero automático.",Sprinklr,0,0,,,,,2009-07-28 21:15:49,74594,161712
478,citibanamex,2020-10-17 21:08:54,"MaciasMac Hola, en Citibanamex estamos para servirte, por favor contáctanos siempre que lo necesites. Será un gusto ayudarte.  Saludos. CT",Sprinklr,0,0,,,,,2009-07-28 21:15:49,74594,161712
479,citibanamex,2020-10-17 21:05:06,La aplicación de citibanamex tmb 😿 https://t.co/8okNaoE7l8,Twitter Web App,0,2,,,,,2009-07-12 23:07:31,875,1468
480,citibanamex,2020-10-17 20:52:32,"Citibanamex Hola, tengo un super problemon con unas tarjetas de crédito que llegaron con los sobres abiertos y sin tarjeta y en su línea de atención a clientes me cuelgan cuando me transfieren a servicio a cliente",Twitter for Android,0,0,"tarjeta,servicio,cliente,servicio",,,,2010-06-02 22:42:42,169,94
481,citibanamex,2020-10-17 20:37:25,Citibanamex hola. ¿Cómo le hago para reportar que un cajero automático me descontó el dinero de mi cuenta pero no me lo entregó? Marqué al 1226 2639 pero la máquina dice que por contingencia no están atendiendo esos casos.,Twitter for Android,0,0,"cuenta,dinero",,,,2011-11-01 05:37:10,12,3
483,citibanamex,2020-10-17 20:28:02,"Amigos si quieren hacen algún trámite con Citibanamex piénsenlo 2 veces, como Contador no lo recomiendo en absoluto 🙅🏻‍♂️",Twitter for iPhone,0,2,,,,,2014-08-09 19:16:37,107,47
484,citibanamex,2020-10-17 20:02:33,Citibanamex porfavor para con el puto spam de los seguros. Soy cliente pero estoy apunto de dejar de serlo si no me dejan de llamar 6 veces al día 😡😤,Twitter for Android,0,0,"cliente,spam,seguro",,,,2013-06-09 19:09:56,1297,90
487,citibanamex,2020-10-17 19:56:25,"maikel_amott ML_Mexico Citibanamex Si tu pago está ""Rechazado"", el dinero no ingresó a Mercado Pago. Lo que ves aplicado, es la reserva del saldo disponible.  ¿Necesitas más ayuda? 👉  https://t.co/z8qxf8SUSE   &gt; Elige el pago &gt; Motivo de consulta.",CxSocial,0,0,"pago,dinero",,,,2012-07-25 20:29:21,50236,162827
488,citibanamex,2020-10-17 19:54:45,ML_Ayuda ML_Mexico Quiero pagar una compra a MSI con tarjeta de crédito Citibanamex pero me la rechaza.,Twitter for Android,0,0,tarjeta,,,,2010-10-22 06:06:34,262,106
489,citibanamex,2020-10-17 19:54:03,Acompaña a nuestro elenco multiestelar en una función streaming hecha exclusivamente para ti 🎤 🌟  Compra tus accesos en: https://t.co/bD8PLz3eat  y canta a todo pulmón este 7 de noviembre a las 8:30 pm.     Citibanamex ExperienciasCitibanamex https://t.co/4lNr43QToH,Twitter for Android,2,0,,,,,2012-09-04 17:19:12,707,1058
490,citibanamex,2020-10-17 19:49:57,"Q onda Citibanamex pq me cobran la comisión del mes? Si realice mis compras, y en el atención a clientes, nadie m contesta...",Twitter for Android,0,0,cliente,,,,2010-04-08 19:43:49,424,64
