,banco,fecha,texto,src,rt,fav,palabras,country,type,place,desde,sigue_a,lo_siguen
453,citibanamex,2020-10-17 23:35:22,ruben_santiago No hay de que. Si tienes tarjeta Citibanamex ya tienen iPhone 4 life y luego dan hasta 24 meses sin intereses en productos Apple directo en iShop. 👍🏼 espero que encuentres esa iPad. ✌🏼,Twitter for iPhone,0,1,"tarjeta,interes",,,,2012-03-28 02:46:54,184,331
454,citibanamex,2020-10-17 23:26:51,"SinEmbargoMX Lo mismo hacen pero indican que son de BBVA_Mex y/o Citibanamex, ya me sucedió.... desafortunadamente muchos caen en la trampa....",Twitter for iPhone,0,0,,,,,2010-01-22 23:53:52,456,110
456,citibanamex,2020-10-17 23:22:19,FranciscoRosal5 ribarzabal CondusefMX Citi Citibanamex CiroGomezL CarlosLoret Jaja que comentarios tan fuera de lugar.,Twitter for iPhone,0,0,,,,,2020-06-06 15:50:45,311,157
457,citibanamex,2020-10-17 23:19:30,"hecid Julians8212 ribarzabal CondusefMX Citi Citibanamex CiroGomezL CarlosLoret Así es. Quieren pagar el crédito y no les aceptan el pago total del crédito, porque pierden los intereses. Así lo entiendo. Ya ha pasado cuando se cayó todo hay por los 90’s.",Twitter for iPhone,0,0,"interes,pago",,,,2020-06-06 15:50:45,311,157
458,citibanamex,2020-10-17 23:16:10,"CondusefMX Citi Citibanamex  CiroGomezL CarlosLoret CitiBanamex no está respetando contratos a PyMes, no está dejando  que paguemos la totalidad de créditos que se suspendieron por la pandemia. ¡No quiere perder ni un centavo de intereses! ¡Su ayuda, por favor!",Twitter for iPhone,244,0,"pandemia,interes",,,,2020-06-06 15:50:45,311,157
459,citibanamex,2020-10-17 23:12:09,"ContactoCitibmx CondusefMX  hola, reporto que Citibanamex no esta recibiendo llamadas para cancelar tarjetas y esto ocasiona que tengamos que pagar anualidades de tarjetas que ya no queremos https://t.co/r9RgB0Vvrk",Twitter for Android,0,0,"tarjeta,llamada,anualidad",,,,2010-01-04 04:24:53,434,173
460,citibanamex,2020-10-17 23:09:54,eden575 mario_dico50 Citibanamex Hackean el teléfono móvil. Pero es bueno que el token no esté en el teléfono.,Twitter for iPhone,0,1,"token,bueno",,,,2010-05-05 22:37:34,657,125
461,citibanamex,2020-10-17 23:09:02,Citibanamex cuando servirá su app? Llevo 2 días intentando acceder y no hay manera! Siempre con leyenda de error de comunicación,Twitter for iPhone,0,0,app,,,,2009-12-29 20:09:23,313,191
462,citibanamex,2020-10-17 23:01:26,lavidadePam Citibanamex kheee como hago eso? x.x,Twitter for Android,0,0,,,,,2009-05-27 03:58:42,563,710
463,citibanamex,2020-10-17 22:57:24,auxilio se me está haciendo un cargo de Netflix y yo no tengo cuenta 🙃 y Citibanamex no me contesta el teléfono 🙃,Twitter for Android,0,0,"cuenta,cargo",,,,2009-05-27 03:58:42,563,710
464,citibanamex,2020-10-17 22:52:32,"Pues me acabo de enterar que LuisitoComunica tiene una nueva compañía teléfonica, me acaban de hacer un cargo de más de 7 mil pesos en mi tarjeta banamex a Pillofon, y aunado a la ineptitud del servicio al cliente de Citibanamex , mas de una hora al tel y no resuelven nada",Twitter for Android,0,0,"tarjeta,servicio,cargo,cliente,servicio",,,,2010-01-15 05:27:36,320,201
465,citibanamex,2020-10-17 22:50:03,"ServicioTM Buenas tardes, he revisado mi estado de cuenta incluso llame a Citibanamex (banco de la tarjeta) y no tengo el pago reflejado, ¿sería tan amable de darme el folio de deposito para rastrearlo con mi banco? Gracias",Twitter for iPhone,0,0,"cuenta,tarjeta,banco,deposito,pago",,,,2012-09-06 05:24:35,279,131
466,citibanamex,2020-10-17 22:28:52,Ni el pendejo Citibanamex me hizo estas tonterías. Y eso que me tenía hasta el huevo y por eso cancelé todo y me cambié con ustedes. Los odio SantanderMx,Twitter for Android,1,0,,,,,2010-06-23 22:54:32,384,82
467,citibanamex,2020-10-17 22:26:33,"Elenco de lujo, los mejores éxitos de los 80 y 11 años en cartelera, son las razones para ver MentirasMultiestelar por streaming.  Compra tus accesos aquí: https://t.co/bD8PLz3eat y nos vemos este 7 de noviembre.   Citibanamex, ExperienciasCitibanamex 🎤🌟 https://t.co/T0YNZRGFKe",Twitter for Android,8,0,,,,,2020-03-30 20:36:22,1718,543
469,citibanamex,2020-10-17 22:23:31,"Citibanamex he marcado 2 veces al 55, primero me dice que hay un error y después que mi sesión está abierta... Tengo cargos no reconocidos y no puedo contactar a ningún ejecutivo 😠",Twitter for Android,0,0,"ejecutivo,marcado,cargo",,,,2010-04-04 22:56:28,341,598
470,citibanamex,2020-10-17 22:15:16,"Citibanamex URGE por favor asistencia, llevo días que por vía telefónica es imposible poder comunicarse, y necesito el estatus de unos cargos no reconocidos espero pronta respuesta Gracias",Twitter for Android,0,0,"cargo,respuesta",,,,2014-11-20 03:47:09,631,138
471,citibanamex,2020-10-17 22:12:42,"Poltergeist, el clásico de terror, llega al Autocinema Citibanamex en Chapultepec. 🦇🎬 Checa la cartelera para este fin y celebra el mes del horror.  https://t.co/XbcXESFch9",IFTTT,0,0,,,,,2016-04-20 09:34:59,11,212
472,citibanamex,2020-10-17 22:12:10,"btinpt Citibanamex, cuya información te señalamos: - Código SWIFT: BNMXMXMM - Nombre: Banco Nacional de México SA  Si no proporcionas estos datos correctamente; la transferencia puede llegar a otra cuenta, a un banco equivocado o ser devuelta al ordenante.",Sprinklr,0,0,"cuenta,transferencia,banco",,,,2009-07-28 21:15:49,74591,161709
473,citibanamex,2020-10-17 22:11:46,"btinpt Hola, Beto. Si te van a realizar una transferencia internacional  Es necesario que tengas una Cuenta de Cheques o Tarjeta de Débito Citibanamex, en la cual deseas que te realicen la transferencia e indicarle el número de cuenta bajo alguno de los siguientes formatos",Sprinklr,0,0,"cuenta,transferencia",,,,2009-07-28 21:15:49,74591,161709
474,citibanamex,2020-10-17 22:09:33,"Ojalá ganen CruzAzulCD 😒 a ver si así si pelan el tweet que les escribí hace días pidiéndoles un saludo en video para Pepín, un aficionado de 70 años que está en CentroCovid Citibanamex para darle ánimos y nomás no me pelaron ni a mi ni los muchos rt´s https://t.co/g2ZAdsCh1O https://t.co/tw6uDs0JLv",Twitter Web App,0,0,,,,,2009-04-22 18:48:03,2747,2724
476,citibanamex,2020-10-17 22:00:18,Fundación Carlos Slim donará 90 mdp a Centro Citibanamex para atención por Covid-19 https://t.co/R6jc4iPVe2 Oaxaca twitteroax,laondaoaxacafeed,0,0,,,,,2012-05-03 21:14:59,474,19545
477,citibanamex,2020-10-17 21:52:09,"lartola Le tengo fe a Cinépolis, ademas como su convenio es con Citibanamex, espero que pronto se pongan de acuerdo y tengan TPVs de Evo.",Twitter for iPhone,0,0,,,,,2009-10-31 19:26:20,346,312
478,citibanamex,2020-10-17 21:51:44,"gilbert_hdezra Pab_MX No te fíes de los bancos. Aquí en México Citibanamex desde 2014 dijo estar listo para Apple Pay y mira cuándo lo lanzan. Apple tardó cuatro años en acercarse a hablar con ellos y otros bancos, pero tardaron otros dos en aceptar por las comisiones y el sistema de pagos de Mexico.",Twitter for iPhone,0,0,"comision,banco,pago",,,,2010-12-17 02:59:31,14,28
479,citibanamex,2020-10-17 21:45:41,"Poltergeist, el clásico de terror, llega al Autocinema Citibanamex en Chapultepec. 🦇🎬 Checa la cartelera para este fin y celebra el mes del horror.  https://t.co/JrsUbJYLiO",Twitter for iPhone,2,12,,,,,2008-10-21 23:12:05,103,1749436
480,citibanamex,2020-10-17 21:30:17,"FredalbertoA Hola, te ofrecemos una disculpa si gustas dejarnos algún comentario o sugerencia para Citibanamex, por favor indícanos los siguientes datos a nuestra dirección de correo electrónico contactocitibanamexciti.com en donde llevaremos a cabo el registro de tu solicitud:",Sprinklr,0,1,"disculpa,ofrece",,,,2009-07-28 21:15:49,74591,161709
481,citibanamex,2020-10-17 21:23:30,"Estimado Citibanamex les pido de favor que actualicen su información web, incluso los letreros que ponen en esas sucursales que supuestamente abren los sábados  Es muy molesto ir y comprobar que le mienten a los clientes y no hacen nada para corregirlo  Espero respuesta, gracias https://t.co/KwsPyRqeng",Twitter for Android,0,0,"sucursal,cliente,respuesta,roba",,,,2020-03-10 19:23:27,153,40
482,citibanamex,2020-10-17 21:17:28,"_davidvr96 Hola, David.  ¿ Te gustaría dejarnos algún comentario o sugerencia para Citibanamex y poder mejorar en nuestros servicios ? Por favor indícanos los siguientes datos a nuestra dirección de correo electrónico contactocitibanamexciti.com",Sprinklr,0,0,"servicio,servicio",,,,2009-07-28 21:15:49,74591,161709
483,citibanamex,2020-10-17 21:17:15,"Fer_rosas_63 Hola Jose, buenas tardes. Para generar una aclaración al respecto, te pedimos por favor comunicarte a Audiomático Citibanamex al 55 1226 2639 o al 800 021 2345 ingresa a la opción 1, 3 y 4 para problemas con cajero automático.",Sprinklr,0,0,,,,,2009-07-28 21:15:49,74591,161709
484,citibanamex,2020-10-17 21:08:54,"MaciasMac Hola, en Citibanamex estamos para servirte, por favor contáctanos siempre que lo necesites. Será un gusto ayudarte.  Saludos. CT",Sprinklr,0,0,,,,,2009-07-28 21:15:49,74591,161709
485,citibanamex,2020-10-17 21:05:06,La aplicación de citibanamex tmb 😿 https://t.co/8okNaoE7l8,Twitter Web App,0,2,,,,,2009-07-12 23:07:31,875,1468
486,citibanamex,2020-10-17 20:52:32,"Citibanamex Hola, tengo un super problemon con unas tarjetas de crédito que llegaron con los sobres abiertos y sin tarjeta y en su línea de atención a clientes me cuelgan cuando me transfieren a servicio a cliente",Twitter for Android,0,0,"tarjeta,servicio,cliente,servicio",,,,2010-06-02 22:42:42,169,94
487,citibanamex,2020-10-17 20:37:25,Citibanamex hola. ¿Cómo le hago para reportar que un cajero automático me descontó el dinero de mi cuenta pero no me lo entregó? Marqué al 1226 2639 pero la máquina dice que por contingencia no están atendiendo esos casos.,Twitter for Android,0,0,"cuenta,dinero",,,,2011-11-01 05:37:10,12,3
489,citibanamex,2020-10-17 20:28:02,"Amigos si quieren hacen algún trámite con Citibanamex piénsenlo 2 veces, como Contador no lo recomiendo en absoluto 🙅🏻‍♂️",Twitter for iPhone,0,2,,,,,2014-08-09 19:16:37,107,47
490,citibanamex,2020-10-17 20:02:33,Citibanamex porfavor para con el puto spam de los seguros. Soy cliente pero estoy apunto de dejar de serlo si no me dejan de llamar 6 veces al día 😡😤,Twitter for Android,0,0,"cliente,spam,seguro",,,,2013-06-09 19:09:56,1297,90
493,citibanamex,2020-10-17 19:56:25,"maikel_amott ML_Mexico Citibanamex Si tu pago está ""Rechazado"", el dinero no ingresó a Mercado Pago. Lo que ves aplicado, es la reserva del saldo disponible.  ¿Necesitas más ayuda? 👉  https://t.co/z8qxf8SUSE   &gt; Elige el pago &gt; Motivo de consulta.",CxSocial,0,0,"pago,dinero",,,,2012-07-25 20:29:21,50236,162828
494,citibanamex,2020-10-17 19:54:45,ML_Ayuda ML_Mexico Quiero pagar una compra a MSI con tarjeta de crédito Citibanamex pero me la rechaza.,Twitter for Android,0,0,tarjeta,,,,2010-10-22 06:06:34,262,106
495,citibanamex,2020-10-17 19:54:03,Acompaña a nuestro elenco multiestelar en una función streaming hecha exclusivamente para ti 🎤 🌟  Compra tus accesos en: https://t.co/bD8PLz3eat  y canta a todo pulmón este 7 de noviembre a las 8:30 pm.     Citibanamex ExperienciasCitibanamex https://t.co/4lNr43QToH,Twitter for Android,2,0,,,,,2012-09-04 17:19:12,707,1057
496,citibanamex,2020-10-17 19:49:57,"Q onda Citibanamex pq me cobran la comisión del mes? Si realice mis compras, y en el atención a clientes, nadie m contesta...",Twitter for Android,0,1,cliente,,,,2010-04-08 19:43:49,424,64
497,citibanamex,2020-10-17 19:44:51,"¡Atención maestros! Ingresa aquí https://t.co/cbBhEMj4Lq y encuentra las películas ""La patrulla de Zula, aventuras en el tiempo"" y ""Supervolcanes"" y vive la ExperienciaPAPALOTE como si estuvieras en el domodigital Citibanamex. ¡No te las pierdas! https://t.co/Lll7ZcT44W",Twitter for Android,3,0,,,,,2020-02-15 03:50:05,152,79
498,citibanamex,2020-10-17 19:43:47,"Citibanamex los odio, los detesto y no sirven pa nada.",Twitter for iPhone,0,0,,,,,2014-03-01 00:51:23,185,947
500,citibanamex,2020-10-17 19:38:54,"Estoy ante una decisión importante y qué mejor que la gente de Twitter. Quiero adquirir un teléfono con iPhone for Life, pero eso significa que cancele mi tarjeta de bbva para irme a Citibanamex. ¿Lo recomiendan? No quiero tener que estar pagando doble anualidad.",Twitter Web App,0,0,"tarjeta,anualidad",,,,2010-03-27 20:15:09,560,333
502,citibanamex,2020-10-17 19:30:00,"Citibanamex de verdad son el peor banco del mundo, procesos deficientes y 0 resolución de problemas. Prefieren colgarte antes de resolver la situación. Pésimo servicio elpeorbanco",Twitter for iPhone,0,0,"servicio,banco,servicio",,,,2020-09-11 20:29:17,30,0
503,citibanamex,2020-10-17 19:17:04,xNoah31 Hola  Te ofrecemos una disculpa.¿Ya intentaste generarlo por medio de BancaNet o en Citibanamex Móvil App si cuentas con NetKey?  Saludos. CT,Sprinklr,0,1,"cuenta,disculpa,ofrece",,,,2009-07-28 21:15:49,74591,161709
504,citibanamex,2020-10-17 19:02:04,yosoyemi123 ¿Te gustaría dejarnos algún comentario o sugerencia para Citibanamex? Por favor indícanos los siguientes datos a nuestra dirección de correo electrónico contactocitibanamexciti.com,Sprinklr,0,0,,,,,2009-07-28 21:15:49,74591,161709
505,citibanamex,2020-10-17 18:56:10,Hola culeros Citibanamex hice una transferencia y no se reflejó hasta días después y le están chingando con los intereses por pago tardío de una tarjeta Profeco que onda? Ya les llame pero no contestan,Twitter for Android,0,0,"tarjeta,transferencia,interes,pago",,,,2020-04-11 14:24:44,21,0
506,citibanamex,2020-10-17 18:50:43,Citibanamex no puedo cancelar una tarjeta y me obligan a pagar la anualidad y aun así no me dejan cancelar una tarjeta de crédito ayuda Profeco CondusefMX,Twitter Web App,0,0,"tarjeta,anualidad",,,,2012-06-25 19:22:07,143,24
507,citibanamex,2020-10-17 18:48:37,Citibanamex Después 3 horas nunca contestaron siguen con la negativa de servicios y siguen inventando cargos sus ejecutivos son nefastos e ineptos no contestan para Cancelar todas las tarjetas es nulo el servicio CondusefMX Profeco,Twitter for Android,0,0,"tarjeta,ejecutivo,servicio,cargo,servicio",,,,2019-09-21 08:35:59,60,3
508,citibanamex,2020-10-17 18:46:43,.Citibanamex te ofrece un descuento permanente del 30% a todos sus clientes para los conciertos digitales de ‘IRREPETIBLE’ ¡Disfruta los mejores eventos desde la comodidad de tu casa! ExperienciasCitibanamex CadaPasoCuenta https://t.co/ASl1U4VFhw https://t.co/VjHggAVcMZ,Twitter for Android,1,0,"cliente,descuento,casa,ofrece",,,,2020-10-08 22:09:44,100,0
509,citibanamex,2020-10-17 18:46:02,"Citibanamex Necesito disponer de mas efectivo del que me entrega el cajero automático de mi cuenta perfiles el día de hoy sábado, ¿Que puedo hacer?",Twitter Web App,0,0,"cuenta,efectivo",,,,2020-10-17 18:22:43,0,0
510,citibanamex,2020-10-17 18:37:23,carmolquin Citibanamex Llevo un mes con el mismo problema no contestan Banamex es el peor Banco,Twitter for Android,0,0,,,,,2019-09-21 08:35:59,60,3
511,citibanamex,2020-10-17 18:29:04,Citibanamex Necesito saber si hay alguna sucursal abieta en el área de Veracruz Boca del Río,Twitter Web App,0,0,sucursal,,,,2020-10-17 18:22:43,0,0
512,citibanamex,2020-10-17 18:24:37,Citibanamex Me podrían indicar si hay alguna sucursal en el area Veracruz Boca del Rio?,Twitter Web App,0,0,sucursal,,,,2020-10-17 18:22:43,0,0
513,citibanamex,2020-10-17 18:18:00,"Citibanamex intente retirar efectivo desde un cajero, se atasco y no me da el efectivo,  el movimiento ya está registrado. Llevo 2 horas intentando comunicarme sin lograrlo!",Twitter for Android,0,0,"atasco,comunicarme,efectivo",,,,2019-01-04 22:09:20,206,16
517,citibanamex,2020-10-17 18:02:23,Citibanamex su línea no permite enlasar cortan la llamada y quiero cancelar mi tarjeta https://t.co/to7NVLKbzH,Twitter for Android,0,0,"tarjeta,llamada",,,,2010-01-04 04:24:53,434,173
518,citibanamex,2020-10-17 17:59:35,sugafullofstars ¿Te gustaría dejarnos algún comentario o sugerencia para Citibanamex? Por favor indícanos los siguientes datos a nuestra dirección de correo electrónico contactocitibanamexciti.com,Sprinklr,0,1,,,,,2009-07-28 21:15:49,74591,161709
520,citibanamex,2020-10-17 17:55:19,Citibanamex cadena de empleados ineficientes activar un token misión imposible y encima majaderos,Twitter for iPhone,0,0,token,,,,2010-08-15 18:55:42,29,177
521,citibanamex,2020-10-17 17:51:32,"Citibanamex no puedo creer que siendo una empresa tan grande y seria, nadie de sus empleados ni en sucursal ni en los números 800 pueda dar solución a nuestra situación. Que decepcionante !!!",Twitter for Android,8,0,sucursal,,,,2020-09-01 03:49:18,170,2
522,citibanamex,2020-10-17 17:50:46,Citibanamex por que es tan difícil hablar con un ejecutivo por teléfono? Llevo 1 hora y nadie puede ayudar.,Twitter for Android,2,0,ejecutivo,,,,2020-09-01 03:49:18,170,2
523,citibanamex,2020-10-17 17:49:56,sztajnszrajber NO COMPREN SEGUROS Citibanamex ContactoCitibmx SUS PÓLIZAS SON ENGAÑOSAS Y TE LAS SUBEN A MAS DEL TRIPLE DE UN AÑO A OTRO Y Citibanamex ContactoCitibmx TE CARGAN EL IMPORTE A TU TARJETA SIN NINGUNA AUTORIZACIÓN Y LO CANCELAS Y NO TE DEVUELVEN TU DINERO ES UN ROBO,Twitter Web App,0,0,,,,,2019-08-15 16:05:54,8,2
524,citibanamex,2020-10-17 17:48:35,Citibanamex me pueden ayudar con una aclaración por qué sus ejecutivos no me quieres hacer el favor de meterla que por qué deben de pasar de 24 a 48 horas pero la operación que hice ya lleva una semana,Twitter for Android,0,0,ejecutivo,,,,2020-09-01 03:49:18,170,2
525,citibanamex,2020-10-17 17:43:50,jorgeberry JohnMAckerman jenarovillamil NO COMPREN SEGUROS Citibanamex ContactoCitibmx SUS PÓLIZAS SON ENGAÑOSAS Y TE SUBEN A MAS DEL TRIPLE DE UN AÑO A OTRO Y Citibanamex ContactoCitibmx TE LO CARGAN A TU TARJETA SIN NINGUNA AUTORIZACIÓN Y LO CANCELAS Y NO TE DEVUELVEN TU DINERO ES UN ROBO,Twitter Web App,0,0,,,,,2019-08-15 16:05:54,8,2
526,citibanamex,2020-10-17 17:41:15,manuelr95896725 NO COMPREN SEGUROS Citibanamex ContactoCitibmx SUS PÓLIZAS SON ENGAÑOSAS Y TE SUBEN A MAS DEL TRIPLE DE UN AÑO A OTRO Y Citibanamex ContactoCitibmx TE CARGAN EL IMPORTE A TU TARJETA SIN NINGUNA AUTORIZACIÓN Y LO CANCELAS Y NO TE DEVUELVEN TU DINERO ES UN ROBO,Twitter Web App,0,0,,,,,2019-08-15 16:05:54,8,2
527,citibanamex,2020-10-17 17:38:10,AsocBancosMx PNUD_Mexico NO COMPREN SEGUROS Citibanamex ContactoCitibmx AsocBancosMx SUS PÓLIZAS SON ENGAÑOSAS DE UN AÑO A OTRO TE SUBEN A MAS DEL TRIPLE Y Citibanamex ContactoCitibmx AsocBancosMx TE CARGAN EL IMPORTE A TU TARJETA SIN NINGUNA AUTORIZACIÓN Y LO CANCELAS Y NO TE DEVUELVEN TU DINERO,Twitter Web App,0,0,,,,,2019-08-15 16:05:54,8,2
528,citibanamex,2020-10-17 17:37:46,Citibanamex qué sucursal tienen abierta en sábado en leon? Llevamos 6 y ninguna....,Twitter for iPhone,0,0,sucursal,,,,2012-08-27 20:45:02,122,18
530,citibanamex,2020-10-17 17:34:42,"FGallardo_88 En Citibanamex estamos para servirte, por favor contáctanos siempre que lo necesites. Será un gusto ayudarte.-DC",Sprinklr,0,0,,,,,2009-07-28 21:15:49,74591,161709
531,citibanamex,2020-10-17 17:33:23,NO COMPREN SEGUROS Citibanamex ContactoCitibmx AsocBancosMx  SUS PÓLIZAS SON ENGAÑOSAS DE UN AÑO A OTRO TE LA SUBEN A MAS DEL TRIPLE Y Citibanamex ContactoCitibmx AsocBancosMx TE CARGAN EL IMPORTE A TU TARJETA SIN NINGUNA AUTORIZACIÓN LO CANCELAS NO TE DEVUELVEN DINERO,Twitter Web App,0,0,,,,,2019-08-15 16:05:54,8,2
532,citibanamex,2020-10-17 17:28:57,"ContactoCitibmx Hola, necesito hacer aclaraciones de mi saldo con una tarjeta costco citibanamex y no tienen asesores telefonicos!!! 😑😑😑",Twitter for Android,0,0,"tarjeta,tc,asesor,aclaracion",,,,2013-12-02 06:21:42,4760,3270
533,citibanamex,2020-10-17 17:22:52,Citibanamex que sucursal abre en sábado en cancún???!!,Twitter for Android,0,0,sucursal,,,,2010-03-07 14:40:57,199,47
534,citibanamex,2020-10-17 17:19:51,"ContactoCitibmx Contrate un Seguro de Casa CBNX, el cual dice: Ganaste un certificado de 300 puntos por contratar esta póliza y ser cliente de Citibanamex.  En menos de 72 horas recibirás vía correo electrónico tu código de activación de este certificado.",Twitter for Android,0,0,"puntos,cliente",,,,2018-01-31 18:57:35,30,1
535,citibanamex,2020-10-17 17:17:59,Citibanamex Hola. Por favor podrían decirme cuales sucursales de CitiBanamex están abiertas hoy sábado en la ciudad de Oaxaca??,Twitter for Android,0,0,sucursal,,,,2010-04-13 21:13:45,4108,708
537,citibanamex,2020-10-17 17:08:12,"luisfernando_hc Te sugerimos validar que estés usando un medio de pago habilitado, recuerda, tarjetas Visa y Mastercard de Citibanamex y que la compra se realice a través de nuestra plataforma, es decir, Mercado Libre. Si la novedad continúa, deberás validar directamente con la entidad bancaria.",CxSocial,0,0,"tarjeta,pago",,,,2012-07-25 20:29:21,50236,162828
538,citibanamex,2020-10-17 17:03:00,"Citibanamex Hola, extravié mi tarjeta, a dónde me puedo comunicar",Twitter for iPhone,0,0,tarjeta,,,,2013-02-15 21:25:25,88,22
540,citibanamex,2020-10-17 17:00:36,Aprovecha nuestra promoción de 3 MesesSinIntereses con tarjetas de crédito Citibanamex.  Válido en compras en nuestra TiendaEnLínea→ https://t.co/4jYqcbzGyA del 12 al 18 de octubre del 2020. https://t.co/Xu9Uhneu0H,Socialbakers,0,5,tarjeta,,,,2012-07-25 20:50:41,9,105027
541,citibanamex,2020-10-17 17:00:01,La Unidad Temporal para atención de COVID19 del Centro Citibanamex seguirá operando gracias al apoyo de la Fund_CarlosSlim 👏🙌😷   https://t.co/vPEi0lzWob,TweetDeck,0,4,,,,,2009-05-04 17:17:28,1285,364057
542,citibanamex,2020-10-17 16:59:22,Citibanamex Hola ¿Que sucursales tienen abiertas en sábado en el área de mty? Me urge disponer de efectivo mayor a 9mil no tengo netkey,Twitter for Android,0,0,"sucursal,netkey,efectivo",,,,2020-07-15 23:39:40,421,21
543,citibanamex,2020-10-17 16:58:15,ribarzabal ¿Te gustaría dejarnos algún comentario o sugerencia para Citibanamex? Por favor indícanos los siguientes datos a nuestra dirección de correo electrónico contactocitibanamexciti.com en donde llevaremos a cabo el registro de tu solicitud:,Sprinklr,0,0,,,,,2009-07-28 21:15:49,74591,161709
544,citibanamex,2020-10-17 16:51:12,"Citibanamex incrementa sus condiciones a los Tarjetas de débito en plena pandemia, incrementando la obligación de $1,000 a $2,000 de saldo promedio mensual, más los gastos obligatorios que debe realizar el cliente, y lo peor, sin notificar. Pueden hacer esto impunemente?",Twitter for Android,0,0,"pandemia,cliente",,,,2016-06-11 20:30:58,60,38
545,citibanamex,2020-10-17 16:49:31,Citibanamex me robaron mi tarjeta y los ejecutivos por teléfono no pueden bloquearla (solo le pusieron un candado) alguna de tus sucursales en Guadalajara está abierta en este momento?,Twitter Web App,0,0,"tarjeta,ejecutivo,sucursal,roba",,,,2012-08-25 02:50:02,1647,140
546,citibanamex,2020-10-17 16:46:52,Esmerii ¿Te gustaría dejarnos algún comentario o sugerencia para Citibanamex? Por favor indícanos los siguientes datos a nuestra dirección de correo electrónico contactocitibanamexciti.com en donde llevaremos a cabo el registro de tu solicitud:,Sprinklr,0,0,,,,,2009-07-28 21:15:49,74591,161709
548,citibanamex,2020-10-17 16:37:22,Citibanamex tiene una semana que tienen retenido mi dinero y no me pueden atender como le hago?,Twitter for Android,0,0,dinero,,,,2012-10-28 05:14:46,71,10
549,citibanamex,2020-10-17 16:36:33,"Citibanamex Hola, tengo dos dias marcando al servicio de atención a clientes porque me están haciendo retiros de mi tarjeta de crédito. Llamo, me dejan en espera y se cuelga la llamada, y me sigue llegando la notificación de otros cargos .COMO LE PUEDO HACER PARA QUE NE ATIENDA UN ASESOR?",Twitter for iPhone,0,0,"tarjeta,retiro,servicio,llamada,cargo,cliente,servicio",,,,2010-01-23 20:42:50,37,18
550,citibanamex,2020-10-17 16:36:25,"Citibanamex miseleccionmx Hola, tengo dos dias marcando al servicio de atención a clientes porque me están haciendo retiros de mi tarjeta de crédito. Llamo, me dejan en espera y se cuelga la llamada, y me sigue llegando la notificación de otros cargos .COMO LE PUEDO HACER PARA QUE NE ATIENDA UN ASESOR?",Twitter for iPhone,0,0,"tarjeta,retiro,servicio,llamada,cargo,cliente,servicio",,,,2010-01-23 20:42:50,37,18
553,citibanamex,2020-10-17 16:32:03,"ML_Ayuda Estoy usando mi tarjeta de Citibanamex, como dice la promoción. Se supone sólo aplica a Citibanamex y Banorte.",Twitter for Android,0,0,tarjeta,,,,2010-07-15 01:52:53,276,203
554,citibanamex,2020-10-17 16:20:55,Tengo más de dos meses queriendo cancelar un par de tarjetas y no tengo respuesta. Citibanamex,Twitter for iPhone,0,1,"tarjeta,respuesta",,,,2018-02-17 22:22:35,236,23
555,citibanamex,2020-10-17 16:20:10,"ML_Ayuda Estoy ingresando el código CITI10 para aprovechar el descuento. La compra es mayor a $1,000 y estoy pagando con Citibanamex. Pero sale esto. https://t.co/WS0hcrgqap",Twitter for Android,0,0,descuento,,,,2010-07-15 01:52:53,276,203
556,citibanamex,2020-10-17 16:14:15,ML_Ayuda por qué no puedo usar el cupón de Citibanamex? Trato de pagar con mi tarjeta y no me respeta el descuento.,Twitter for Android,0,0,"tarjeta,descuento",,,,2010-07-15 01:52:53,276,203
557,citibanamex,2020-10-17 16:03:35,"xNoah31 Opción 3, opción 3, opción 3. En caso de no ser posible por esas alternativas para obtener tu NIP será necesario acudir directamente a la Sucursal Citibanamex de tu preferencia nuevamente, con tu identificación oficial vigente y la Tarjeta de la cual deseas el NIP,",Sprinklr,0,0,,,,,2009-07-28 21:15:49,74591,161709
558,citibanamex,2020-10-17 16:03:14,"xNoah31 Hola, te comentamos que puedes obtener tu NIP en BancaNet o en Citibanamex Móvil App si cuentas con NetKey.  - Desde Audiomático (55 12262639 o 800 0212345) si ingresas con tu número de cliente y número secreto de Audiomático y cuentas con número de celular certificado.",Sprinklr,0,0,"cuenta,cliente",,,,2009-07-28 21:15:49,74591,161709
559,citibanamex,2020-10-17 16:01:35,"WalmartMexico Compre 1 iPhone por medio de la página de ustedes. Se perdió en tránsito y ni ustedes, ni Citibanamex se han querido responsables. Se la han pasado echándose la responsabilidad el uno al otro.",Twitter for iPhone,0,0,,,,,2010-02-09 03:48:30,936,106
560,citibanamex,2020-10-17 15:57:30,romanosanz67 ¿Te gustaría dejarnos algún comentario o sugerencia para Citibanamex? Por favor indícanos los siguientes datos a nuestra dirección de correo electrónico contactocitibanamexciti.com en donde llevaremos a cabo el registro de tu solicitud:,Sprinklr,0,0,,,,,2009-07-28 21:15:49,74591,161709
561,citibanamex,2020-10-17 15:57:21,"De los 890 mil trabajos formales que podrían perderse este año, solo se recuperarían 390 mil en 2021, estima Citibanamex. Y esto se debe a la reactivación, no a una recuperación del empleo, como lo hemos dicho desde CEEF.  https://t.co/lZTCZUJXvH",Twitter for Android,11,0,,,,,2016-01-20 18:07:40,218,35
