,banco,fecha,texto,src,rt,fav,country,type,place,desde,sigue_a,lo_siguen
473,citibanamex,16/10/2020 23:30,"🎉¡Una semana más de risas, terror y romance! El Autocinema Citibanamex se extiende hasta el 25 de octubre. AutocinemaCitibanamex 🚘🎬  🎟Compra de boletos en línea, consulta de cartelera y más información en https://t.co/gkV66nJigW https://t.co/6uFgvdNVhA",Twitter Web App,0,0,,,,08/02/2012 22:22,245,52403
475,citibanamex,16/10/2020 23:24,"No tienen madre los de Citibanamex , quieres resolver algo en la sucursal y te dicen que todo por llamada. Llamas y los que te atienden te dicen que ahí no es que llames a otra línea. Pésimo servicio ...no se los recomiendo",Twitter for Android,0,0,,,,06/02/2010 21:16,257,18
476,citibanamex,16/10/2020 23:23,"(\_/) ( •_•) / &gt;👎🏼 Citibanamex ¡Pésimo servicios a sus clientes! Si eso hacen con las PyMes, qué no harán con sus demás clientes  Copia y pega, pero cambia lo que sostiene el conejito. https://t.co/9XBrb2Mnm1",Twitter for iPhone,0,1,,,,27/08/2010 16:02,568,262
477,citibanamex,16/10/2020 23:22,PokzBo Citibanamex CREO que el banamex de Perisur abre los sábado. CREO,Twitter for iPhone,0,0,,,,13/11/2009 20:25,1979,2245
479,citibanamex,16/10/2020 23:21,Una vez más acaba de pasar que hago una transferencia interbancaria desde la app de ContactoCitibmx Citibanamex y es hora que no se refleja en la cuenta destino. 🙄😩,Twitter for Android,0,0,,,,25/12/2009 03:50,1794,1873
480,citibanamex,16/10/2020 23:19,PokzBo Citibanamex En las plazas comerciales nórmalmente . !!!,Twitter for iPhone,0,0,,,,10/10/2017 21:51,549,76
482,citibanamex,16/10/2020 23:14,mentirasmexico Citibanamex Cual elenco es,Twitter for iPhone,0,0,,,,06/06/2009 01:47,634,472
483,citibanamex,16/10/2020 23:14,mentirasmexico Citibanamex Que elenco???,Twitter for iPhone,0,0,,,,06/06/2009 01:47,634,472
484,citibanamex,16/10/2020 23:11,La feria líder en México para la transformación de la madera y el mueble se llevará a cabo del 20 al 22 de enero en el Centro Citibanamex ¡Te esperamos!  MEM2021   https://t.co/RiuNTYGzVJ https://t.co/9a0mfDrIZM,Hootsuite Inc.,0,0,,,,27/01/2011 18:12,587,1337
486,citibanamex,16/10/2020 23:08,"👇👇👇... que estos cabrones mendaces hasta la médula de Radio_Formula “recomienden” a los ladrones de “Bananamex” Citibanamex ya da muy mala espina, tengan cuidado y cuéntenlo a quien mas confianza le tengan 😝😝😝 https://t.co/w422wehf2L",Twitter for iPhone,0,0,,,,27/12/2009 23:40,1349,377
487,citibanamex,16/10/2020 23:02,Citibanamex muy mal su servicio telefónico me quiero comunicar con un ejecutivo por un pago no reconocido y me cuelgan a donde puedo marcar que si me atiendan,Twitter for Android,0,0,,,,27/01/2014 22:56,298,31
488,citibanamex,16/10/2020 22:53,¿Eres trabajador independiente? También puedes tener una cuenta de Afore. No te pierdas el comentario de nuestro experto en pensiones  Alejandro Drijansky director de Investment Management de Afore Citibanamex LaVillegas1 MarielenaVega rominarr,Twitter for iPhone,2,0,,,,23/12/2009 07:40,3110,4058
490,citibanamex,16/10/2020 22:47,Asaltan banco citibanamex en Iguala Esta tarde trascendió el asalto al banco Citibanamex ubicado en la calle Galeana frente a la terminal de autobuses en el centro de la ciudad. https://t.co/NHcZRdHuXs Iguala Guerrero México MX Huitzuco Teloloapan Cocula Tepecoacuilco https://t.co/L1OD5eOKMo,Twitter for Android,0,0,,,,18/08/2020 00:06,3,5
491,citibanamex,16/10/2020 22:44,"El dólar finalizó la semana a $21.54 en Citibanamex, una baja acumulada de 3 centavos, ante la falta de acuerdo para nuevos estímulos en EU RegístrateGratis https://t.co/gLsLfrqQd2",Twitter for iPhone,1,0,,,,01/03/2010 19:35,1356,4669
492,citibanamex,16/10/2020 22:42,Citibanamex ayuda! Donde marco para preguntar sobre un reembolso de una compra en línea de una librería?,Twitter for Android,0,0,,,,21/11/2009 20:38,144,70
493,citibanamex,16/10/2020 22:40,PokzBo Citibanamex Con la pandemía perdí la línea... Ya checaste en su portal que sucursales están abiertas mañana?,Twitter Web App,0,0,,,,12/11/2016 20:35,3390,2219
495,citibanamex,16/10/2020 22:38,"Pelusit20873293 Para nosotros es un gusto poder ayudarte, gracias por contactarnos. En Citibanamex lo más importante eres tú.-YM",Twitter for iPhone,1,0,,,,24/11/2018 23:55,2384,2217
498,citibanamex,16/10/2020 22:33,luisghernan Ya respondió Citibanamex mi duda. Tiempo récord. Bien por los chicos de las de Banamex. Se sacaron 💯,Twitter for iPhone,0,1,,,,24/11/2018 23:55,2384,2217
500,citibanamex,16/10/2020 22:15,"Pues me quedo muy decepcionada de Citibanamex, ni hablar, no les interesa mantener a sus clientes",Twitter for iPhone,0,1,,,,28/05/2011 15:38,312,102
501,citibanamex,16/10/2020 22:13,"El dólar se vende, este viernes, a $21.60 pesos en Citibanamex https://t.co/utlfgNU3vj",Twitter for Android,4,0,,,,15/10/2010 20:09,310,276
502,citibanamex,16/10/2020 22:12,"ContactoCitibmx HiperQnecia Citibanamex: de mí no vas a estar hablando, estúpida 😤",Twitter for Android,0,1,,,,07/07/2016 12:10,684,47
503,citibanamex,16/10/2020 22:10,Hola amigos ¿saben si mañana abrirá algún Citibanamex para poder cancelar mi cuenta? Ya me tienen hasta la madre. Me acaban de aplicar el “es que no la escucho” Los odio. Me voy.,Twitter Web App,1,0,,,,16/07/2010 20:15,1072,278
504,citibanamex,16/10/2020 22:10,Pésima atención telefónica en ContactoCitibmx Citibanamex,Twitter for Android,0,0,,,,25/09/2012 19:36,1314,281
505,citibanamex,16/10/2020 22:09,El audiomático de Citibanamex es un dolor de huevos,Twitter Web App,0,4,,,,10/05/2010 02:01,3977,1747
506,citibanamex,16/10/2020 22:07,MaryCarmenRz Lamentamos estos inconvenientes ¿Te gustaría dejarnos algún comentario o sugerencia para Citibanamex? Por favor indícanos los siguientes datos a nuestra dirección de correo electrónico contactocitibanamexciti.com,Sprinklr,0,0,,,,28/07/2009 21:15,74596,161711
507,citibanamex,16/10/2020 22:07,PokzBo Citibanamex Cancela apenas puedas y mandalos a la gaver..,Twitter for Android,0,0,,,,22/04/2020 02:44,775,244
508,citibanamex,16/10/2020 22:01,¿Quieres darle alojamiento a algún evento? El Centro Citibanamex cuenta con una arquitectura imponente e icónica que se adapta a tus necesidades para cualquier tipo de exposición o convención🚨 ¡Conoce más! TopsMéxico SocialmenteResponsables ActitudVerde https://t.co/FpEZsMFQma,Metricool,0,0,,,,04/07/2019 17:25,161,105
509,citibanamex,16/10/2020 22:00,ContactoCitibmx Hola! Ninguna situación. Sólo deseo saber qué necesito para realizar mi expediente de identificación en mi afore-citibanamex.,Twitter for Android,0,0,,,,20/09/2018 01:53,302,24
510,citibanamex,16/10/2020 22:00,"PokzBo Citibanamex Esa es otra bronca tienen cerradas muchas sucursales con el pretexto Covid, y claro las operaciones en ventanilla se las pasan por.. Y más si es cancelar cuentas. Yo tampoco soporto ese bancucho",Twitter for Android,0,0,,,,10/10/2014 17:40,818,204
511,citibanamex,16/10/2020 22:00,Compra los productos que necesites con tu tarjeta de crédito Citibanamex y obtén 3 meses sin intereses para pagar 💳🤩. ¡Sólo en City Club! Visita nuestra página. 👉  https://t.co/Wb186ElN5c CityClub ContigoSiempre octubre https://t.co/57DQ2CeE4z,Twitter Media Studio,0,0,,,,27/08/2010 22:46,991,15446
512,citibanamex,16/10/2020 21:58,"QuintaMam Citibanamex Entonces, ¿Graciela se quedó sin bolsa nueva? Ni hablar, aquí una hipócrita lectora, saludos.",Twitter for iPhone,0,1,,,,14/07/2011 23:25,530,593
513,citibanamex,16/10/2020 21:55,"EEUC7 Tus comentarios son importantes para Citibanamex y son tomados en cuenta, podemos dar de alta el registro de la situación, si así lo deseas envía un correo electrónico explicando la situación que estas presentando a: queremosescuchartecitibanamex.com  Seguimos a tus órdenes.DC",Sprinklr,0,1,,,,28/07/2009 21:15,74596,161711
514,citibanamex,16/10/2020 21:54,PokzBo Citibanamex Es lo mejor q puedes hacer! Son unos malditos rateros que nunca respondieron a un folio por clonación y tratan a sus clientes como si nos regalaran algo! Ahora mismo te investigo cuál está abierta mañana.,Twitter for Android,0,1,,,,17/05/2017 14:16,1339,1002
515,citibanamex,16/10/2020 21:54,"Citibanamex ContactoCitibmx  tengo dos horas queriéndome comunicar y solo me contestan grabaciones , que no tienen humanos ? Es para la reposición de una tarjeta vencida , me podrán ayudar de favor , o a otro tel donde pueda comunicarme , que si me atiendan .",Twitter for iPhone,0,0,,,,09/09/2012 22:51,534,93
516,citibanamex,16/10/2020 21:53,"QuintaMam En Citibanamex estamos para servirte, por favor contáctanos siempre que lo necesites. Será un gusto ayudarte.-DC",Sprinklr,0,1,,,,28/07/2009 21:15,74596,161711
518,citibanamex,16/10/2020 21:52,"Ed_GuzmanM II, Citibanamex puede modificar la línea de Crédito para proteger tu salud financiera. ¿Con la información proporcionada fue resuelto tu requerimiento?.- IS",Sprinklr,0,0,,,,28/07/2009 21:15,74596,161711
519,citibanamex,16/10/2020 21:52,liverpoolmexico que hago si pague mi Tdc vía SPEI y aun no se refleja el pago?  Fue por Citibanamex,Twitter for Android,0,0,,,,17/03/2009 03:09,29,97
520,citibanamex,16/10/2020 21:51,"OOcast En Citibanamex estamos para servirte, por favor contáctanos siempre que lo necesites. Será un gusto ayudarte.-DC",Sprinklr,0,0,,,,28/07/2009 21:15,74596,161711
521,citibanamex,16/10/2020 21:50,Citibanamex este número es de fiar 55 2262 2575 para pagar?,Twitter for iPhone,0,0,,,,26/07/2009 20:19,347,376
523,citibanamex,16/10/2020 21:49,Agradezco cumplidamente a los ejecutivos de Citibanamex por su gran disposición para resolver un caso que se había complicado. El proceso va por muy buen camino.,Twitter for iPhone,0,9,,,,28/08/2010 15:49,2609,23277
524,citibanamex,16/10/2020 21:49,Citibanamex eres una mierda de banco para hacer transferencias a otro bancos.🖕🏽🖕🏽🖕🏽,Twitter for iPhone,0,0,,,,31/03/2011 01:01,764,222
525,citibanamex,16/10/2020 21:45,"chiquititapau Citibanamex CondusefMX Vamos a ver si su sitio funciona. Si no, ya lo escalamos.",Twitter for Android,0,0,,,,28/06/2012 16:07,1306,632
526,citibanamex,16/10/2020 21:42,"yeicalli_gf En Citibanamex estamos para servirte, por favor contáctanos siempre que lo necesites. Será un gusto ayudarte.-YM",Sprinklr,0,0,,,,28/07/2009 21:15,74596,161711
527,citibanamex,16/10/2020 21:41,"zuzialonso Citibanamex busca que los clientes no estén fuera de la sucursal, esperando cuidar la sana distancia y no tener gente acumulada fuera de las mismas para minimizar el riesgo de contagio, la citas se proporcionan conforme a la demanda del servicio. (3)",Sprinklr,0,0,,,,28/07/2009 21:15,74596,161711
528,citibanamex,16/10/2020 21:36,"Utilizo Bancomer desde hace ya varios años, sencillo su app y sus cajeros, porque Citibanamex es tan complicado todo, cajeros lentos, sistemas caídos, sucursales cerradas, apps súper tediosas, altas de cuentas etc, aprendanle algo a sus competidores españoles",Twitter for Android,0,0,MX,city,"Apodaca, Nuevo León",18/12/2008 03:33,577,237
529,citibanamex,16/10/2020 21:32,"armsantiago25 Tus comentarios son importantes para nosotros, si deseas dejar algún comentario para Citibanamex, te pedimos escribirnos a : QueremosEscuchartecitibanamex.com. Quedamos a tus órdenes. –PM",Sprinklr,0,0,,,,28/07/2009 21:15,74596,161711
530,citibanamex,16/10/2020 21:30,clau_narvaez https://t.co/Np5JSNs6hO  sin embargo derivado de la contingencia algunos servicios no están disponibles en audiomático:  ¿Cuál es la información que requieres? Estamos a tus órdenes.-BV,Sprinklr,0,0,,,,28/07/2009 21:15,74596,161711
531,citibanamex,16/10/2020 21:30,VictorCahero Citibanamex Puedes acudir a CondusefMX,Twitter for iPhone,0,1,,,,02/04/2010 20:25,3075,612
532,citibanamex,16/10/2020 21:30,"clau_narvaez Buenas tardes un placer saludarte, con gusto te comparto la siguiente liga en donde encontraras los números telefónicos de las diferentes área de Citibanamex:",Sprinklr,0,0,,,,28/07/2009 21:15,74596,161711
533,citibanamex,16/10/2020 21:29,omaralviso Citibanamex bbva cámbiate a HSBC_MX Excelente servicio y atención a clientes!,Twitter for iPhone,0,1,,,,30/09/2011 17:19,275,90
534,citibanamex,16/10/2020 21:28,"Citibanamex hola, me pude indicar qué teléfono y opciones marcar para cargos no reconocidos por favor",Twitter Web App,0,0,,,,06/10/2009 03:54,51,209
535,citibanamex,16/10/2020 21:26,ContactoCitibmx Citibanamex llevo más de 1 hora tratando de comunicarme para ver a donde me van a dar mi tarjeta y nadie me ayuda en su teléfono 5512262639 opción 1.1.1 o la 1.3.1 o la 1.2.1 y tengo más combinaciones solo quiero que me digan cuando me la entregan https://t.co/GXUvRILFgJ,Twitter for Android,0,0,,,,07/02/2011 22:51,10179,10189
536,citibanamex,16/10/2020 21:22,rulomelo86 En Citibanamex nuestro objetivo es ofrecerte la mejor experiencia bancaria digital. Gracias por tu preferencia.-YM,Sprinklr,0,1,,,,28/07/2009 21:15,74596,161711
537,citibanamex,16/10/2020 21:22,"¡Obtener tus accesos es muy sencillo!   🔎 Entra aquí: https://t.co/2XDBMRwueI y sigue esTOCs pasos:   Citibanamex, ExperienciasCitibanamex. https://t.co/Ab28oqTSdI",Twitter for Android,1,0,,,,07/04/2015 01:42,2642,9838
538,citibanamex,16/10/2020 21:21,"Sí hay que reconocer la diferencia ENORME en el trato dependiendo del estado: en el SATMX y Citibanamex me han tratado PÉSIMO en CDMX y sin saber resolverme, mientras que en Pachuca, aunque ha sido más tardado, siempre atienden con una sonrisa y ofreciendo soluciones. ❤️",Twitter for Android,0,0,,,,30/11/2014 16:57,659,219
539,citibanamex,16/10/2020 21:21,CPDIEGOSERNA ¿Te gustaría dejarnos algún comentario o sugerencia para Citibanamex? Por favor indícanos los siguientes datos a nuestra dirección de correo electrónico contactocitibanamexciti.com en donde llevaremos a cabo el registro de tu solicitud:,Sprinklr,0,0,,,,28/07/2009 21:15,74596,161711
540,citibanamex,16/10/2020 21:17,"Citibanamex  ContactoCitibmx  Porque redujeron el credito de mi tarjeta Costco de 11,000 a 4100 sin previo aviso?",Twitter Web App,0,0,,,,02/10/2009 01:21,131,57
541,citibanamex,16/10/2020 21:16,Citibanamex en que teléfono puedo ver temas de mi TC de Citibanamex y Costco? Gracias,Twitter for iPhone,0,0,,,,27/10/2009 20:57,291,370
543,citibanamex,16/10/2020 21:11,"Citibanamex acabo de recibir una llamada donde están pidiendo datos para los que sacaron Plan en apoyo a COVID lo de la suspensión de pagos, son ustedes o es fraude? Porque dicen que van ofrecer un plan de pagos!! Urge nos informen a los clientes!!",Twitter for iPhone,0,0,,,,08/01/2010 15:30,158,45
544,citibanamex,16/10/2020 21:11,"Aquí funando a Citibanamex. Para activar su app tienes que ir a sucursal, presentar documentos impresos, etc.😂 ¿Acaso esto es 2001? Burocracia😴",Twitter Web App,0,0,,,,18/10/2009 14:39,330,1226
545,citibanamex,16/10/2020 21:10,"¿Y entonces cómo le hago, Citibanamex Citi? Igual me voy a quedar la cuenta pero, no se, me da como curiosidad leer mi contrato, sólo eso. https://t.co/CcEMbsHTcl",Twitter for Android,0,0,,,,07/01/2017 20:12,232,87
546,citibanamex,16/10/2020 21:10,GeovannyMuse Las tarjetas Citibanamex tienen preferencia en conciertos 👀,Twitter for iPhone,0,0,,,,01/07/2011 17:05,277,260
549,citibanamex,16/10/2020 21:04,lesliedeleonn Citibanamex Es mejor banorte ❤️,Twitter for Android,0,0,,,,07/01/2015 04:52,241,22
550,citibanamex,16/10/2020 21:04,Citibanamex más de 1 mes sin dar solucion a mi aclaracion,Twitter for Android,0,0,,,,19/08/2010 22:30,281,62
551,citibanamex,16/10/2020 21:01,"Querido CondusefMX, Citibanamex se empeña en ROBARME una comisión por un pago tardío que no lo es.  ¿Qué debo hacer?",Twitter for Android,1,0,,,,09/04/2013 03:14,4992,1909
553,citibanamex,16/10/2020 20:59,La concha bien de tu hermana citibanamex deja de mandarme correos para comprar el iPhone 12 QUE NO ESTOY EN MX REPITO NO ESTOY EN MX *llora*,TweetDeck,0,0,,,,04/11/2015 15:14,146,4770
555,citibanamex,16/10/2020 20:55,"JulioCampa3 Hola, por favor llama, dependiendo el Banco al que pertenece tu cuenta Transfer. Centro de Atención Telefónica Transfer Citibanamex: 5546312669 de lunes a domingo de 08:00 a 22:00 horas opción 2, opción 0. Centro de Atención Telefónica Inbursa: 5546315000 opción 0.",Twitter Web App,0,1,,,,07/05/2018 23:16,52,1251
556,citibanamex,16/10/2020 20:53,"VictorCahero Hola, en Citibanamex estamos para servirte, por favor contáctanos siempre que lo necesites. Será un gusto ayudarte.  Saludos. CT",Sprinklr,0,0,,,,28/07/2009 21:15,74596,161711
557,citibanamex,16/10/2020 20:52,"mring0910 Citibanamex bbva BBVA_Mex Jamás lo harán, pedimos la grabación de la llamada con el asesor que nos robó y no la quieren dar, la misma CondusefMX nos recomendó llevar el caso a demanda y pues qué te digo, esto va para mas de un año y por lo que veo es una mafia interna, tanto de bbva como de Citibanamex",Twitter for iPhone,0,0,,,,20/01/2010 01:25,234,1219
558,citibanamex,16/10/2020 20:49,Oye Citibanamex qué difícil es tu atención vía telefónica!! Aun sigo esperando la atención!! 🙄😒,Twitter for Android,0,0,,,,01/01/2011 01:15,915,499
559,citibanamex,16/10/2020 20:48,"Citibanamex después de hablar con 6 asesores diferentes y 60 min en línea sigo sin poder reportar 2 cargos no reconocidos, ojalá compartieran la base de datos de los que llaman ofreciéndome más tarjetas o créditos para que corroboren que mis datos son correctos. Que mal servicio",Twitter for Android,0,0,,,,27/06/2012 17:15,222,20
560,citibanamex,16/10/2020 20:46,Llevo 20min en la línea de Citibanamex esperando a que alguien me atienda y ni musiquita me pusieron. 🙂😡,Twitter for iPad,0,1,,,,17/02/2014 16:54,103,153
561,citibanamex,16/10/2020 20:45,"al_torresm Alejandra las llamadas que recibiste no pertenecían a CItibanamex, lamentamos la situación que se te presento, si deseas puedes generar el redictamen de tu aclaración con el fin de obtener mayor información al respecto.(1)",Sprinklr,0,0,,,,28/07/2009 21:15,74596,161711
562,citibanamex,16/10/2020 20:43,"al_torresm Citibanamex bbva BBVA_Mex Nunca reconocerán que sus ""ejecutivos o asesores"" son quienes hacen esos robos, por eso opte a la antigua guardar el dinero bajo el colchón.",Twitter for iPhone,0,1,,,,04/06/2013 02:45,372,31
563,citibanamex,16/10/2020 20:42,al_torresm mring0910 Citibanamex bbva BBVA_Mex Bueno ! En este caso el pendejo es uno! Por no verificar que la página sea la correcta (en el caso de Banamex),Twitter for Android,0,0,,,,24/04/2014 21:48,1868,204
564,citibanamex,16/10/2020 20:42,.Citibanamex sucursal CiudadAcuña terrible servicio y atención... Trato preferencial a clientes aún venga formada la gente... Juzgan por apariencia .CONAPRED,Twitter for iPhone,0,1,,,,19/10/2009 23:35,2182,3904
565,citibanamex,16/10/2020 20:41,A mi me pasa la mismo Citibanamex está haciendo fraude. Tengo hasta el lunes para pagar y el ejecutivo de cuenta no sabe qué hacer. Me dice que todos sus clientes están igual. Milenio Reforma chequen esta noticia porque esta cañón lo que sucede! https://t.co/mb79Bfb3ag,Twitter for iPhone,0,0,,,,14/04/2010 21:30,181,63
566,citibanamex,16/10/2020 20:41,"mring0910 Citibanamex bbva BBVA_Mex Así los de Citibanamex desde hace un año, desde su portal me robaron más de 130 mil pesos y uno de sus asesores fue quien “me oriento” me dijo qué teclear y qué hacer, acto seguido se corto la llamada y mi dinero había desaparecido, un año exacto y se siguen lavando las manos",Twitter for iPhone,0,2,,,,20/01/2010 01:25,234,1219
567,citibanamex,16/10/2020 20:40,"Chinga tu madre Citibanamex dejen de llamarme a las putas 7 de la mañana para decir que tengo deudas, ni uso tarjeta de crédito alv.",Twitter for Android,0,0,,,,14/08/2017 22:53,203,36
568,citibanamex,16/10/2020 20:40,"soymamiari Tus comentarios son importantes para nosotros, si deseas dejar algún comentario para Citibanamex, te pedimos escribirnos a : QueremosEscuchartecitibanamex.com. Quedamos a tus órdenes. –PM",Sprinklr,0,0,,,,28/07/2009 21:15,74596,161711
570,citibanamex,16/10/2020 20:38,"Citibanamex , pésimo servicio.",Twitter for Android,0,0,,,,10/06/2010 03:57,967,277
571,citibanamex,16/10/2020 20:37,"al_torresm Citibanamex A mi los de bbva BBVA_Mex me desaparecieron dinero desde mi aplicación, ellos argumentaron que yo soy el único con acceso a la aplicación ya que con ellos tu información esta ""segura"" y como Pilato se lavaron las manos.",Twitter for iPhone,0,1,,,,04/06/2013 02:45,372,31
573,citibanamex,16/10/2020 20:36,"CeciFlo22866998 Tus comentarios son importantes para nosotros, si deseas dejar algún comentario para Citibanamex, te pedimos escribirnos a : QueremosEscuchartecitibanamex.com. Quedamos a tus órdenes. –PM",Sprinklr,0,0,,,,28/07/2009 21:15,74596,161711
574,citibanamex,16/10/2020 20:35,"¡Los invitamos a seguir celebrando con nosotros con más cine!   Función Especial en Autocinema Citibanamex de “CHICO VENTANA TAMBIEN QUISIERA TENER UN SUBMARINO”, ganadora de la competencia NuevoHorizonte de la 4taEdiciónHíbrida, del  BlackCanvas_FCC  de la UC. https://t.co/Fc3S8biXjb",Hootsuite Inc.,0,0,,,,26/03/2011 00:56,742,4879
575,citibanamex,16/10/2020 20:34,kareyalli Citibanamex El PEOR es Ticketmaster_Me ServicioTM,Twitter for iPhone,0,1,,,,01/01/2011 19:59,1918,450
576,citibanamex,16/10/2020 20:32,omaralviso Citibanamex bbva Hahaha siempre se llevan mi reconocimiento con mención honorífica y todo 😜,Twitter for iPhone,0,0,,,,29/12/2009 22:24,394,189
577,citibanamex,16/10/2020 20:32,"RostarF Debes presentar INE vigente y tarjeta Citibanamex. Si requieres el móvil, adicionalmente debes presentar la aplicación de  Citibanamex Móvil instalada.",Sprinklr,0,0,,,,28/07/2009 21:15,74596,161711
579,citibanamex,16/10/2020 20:26,VictorCahero Citibanamex Bloquea los números,Twitter for Android,0,1,,,,25/03/2012 04:04,546,382
580,citibanamex,16/10/2020 20:25,"A eso de la una de la tarde de este jueves fui a Citibanamex de la avenida Juárez, en Puebla. Hice mi operación de depósito en la máquina. O eso creía yo, porque de pronto se trabó y ya no funcionó. Me quejé de inmediato.",Twitter for iPhone,1,0,,,,26/04/2014 21:51,367,105
581,citibanamex,16/10/2020 20:23,😎🚗 Arrancamos la recta final del AutocinemaCitibanamex 🤩¿Ya viste nuestra cartelera? ¡No dejes de vivir esta experiencia! 🎟Consulta Cartelera en https://t.co/7fDAgQauYk y adquiere tus boletos en taquilla o en https://t.co/a9BTQfAqGN https://t.co/dGCuTdKhQG,Twitter for iPhone,1,0,,,,29/03/2010 15:42,1107,222
